method,rank_cap,n,selection_source,seed,arm,anchor,elapsed_step,group,event,truth,raw_prediction,envelope_lower,envelope_upper,envelope_label
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,0,pX,0.0728620242871919,0.0725869399325551,-0.011556348429184085,0.15673022829429428,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,0,v,0.8512382987016269,0.8498574186382469,0.7657141302765077,0.9340007069999862,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,1,pX,0.07267568663440792,0.07243356618542775,-0.011709722176311443,0.15657685454716694,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,1,v,0.8519446271205244,0.8506137054138314,0.7664704170520922,0.9347569937755706,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,2,pX,0.07043542855657119,0.07016669131504037,-0.013976597046698819,0.15430997967677956,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,2,v,0.8519117151406854,0.8504260388320846,0.7662827504703453,0.9345693271938238,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,3,pX,0.07044898065962556,0.07021908103918603,-0.013924207322553159,0.15436236940092524,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,3,v,0.8520828531676289,0.8506353297289141,0.7664920413671749,0.9347786180906533,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,4,pX,0.06969547142204383,0.06943100432376052,-0.014712284037978668,0.1535742926854997,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,4,v,0.8519272336644579,0.8505323295827723,0.766389041221033,0.9346756179445115,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,5,pX,0.06978593601534937,0.06955035206923789,-0.014592936292501302,0.15369364043097708,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,2,5,v,0.8526308819483777,0.8512663387982633,0.7671230504365241,0.9354096271600025,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,0,pX,0.07427425532790484,0.07383990940114576,-0.010303378960593426,0.15798319776288494,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,0,v,0.8516594501005786,0.8498947881652286,0.7657514998034893,0.9340380765269678,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,1,pX,0.0740748886809665,0.07367436118225516,-0.010468927179484028,0.15781764954399435,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,1,v,0.8523126980315185,0.8506658481065134,0.7665225597447741,0.9348091364682526,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,2,pX,0.07173357546895684,0.07132257445965692,-0.012820713902082267,0.15546586282139613,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,2,v,0.8524973243513558,0.8505291979058456,0.7663859095441063,0.9346724862675848,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,3,pX,0.07172068923207583,0.07135801526642184,-0.012785273095317351,0.15550130362816103,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,3,v,0.8526480013591861,0.8507895529567231,0.7666462645949839,0.9349328413184623,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,4,pX,0.07086278523495594,0.0704457916663254,-0.013697496695413786,0.1545890800280646,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,4,v,0.8523886424800102,0.8506272795783804,0.7664839912166411,0.9347705679401196,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,5,pX,0.0709434421218982,0.07056259522148711,-0.013580693140252079,0.1547058835832263,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,3,5,v,0.853048957201968,0.8513938116935607,0.7672505233318214,0.9355371000552999,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,0,pX,0.07565093519146283,0.07505382371722095,-0.009089464644518236,0.15919711207896015,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,0,v,0.8516581864771725,0.8499309928812453,0.7657877045195061,0.9340742812429845,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,1,pX,0.0754447234189974,0.07487648050576705,-0.009266807855972142,0.15901976886750624,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,1,v,0.8522455712441487,0.8507163655075451,0.7665730771458059,0.9348596538692844,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,2,pX,0.07305166675830053,0.07244242863977378,-0.011700859721965412,0.15658571700151297,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,2,v,0.852675094901219,0.8506291415035236,0.7664858531417844,0.9347724298652629,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,3,pX,0.07302918227438217,0.07246144882818666,-0.011681839533552535,0.15660473718992585,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,3,v,0.8527792859023189,0.8509389690349292,0.7667956806731899,0.9350822573966684,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,4,pX,0.07202272446704998,0.071428948011146,-0.012714340350593184,0.1555722363728852,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,4,v,0.8524636389906286,0.8507192699754885,0.7665759816137493,0.9348625583372278,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,5,pX,0.07210106019845854,0.07154328667859541,-0.012600001683143777,0.15568657504033462,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,4,5,v,0.8530690949372992,0.8515173112491301,0.7673740228873909,0.9356605996108693,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,0,pX,0.0771950022450404,0.07625712349138015,-0.007886164870359036,0.16040041185311935,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,0,v,0.8522372390476316,0.8499668810209844,0.7658235926592452,0.9341101693827236,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,1,pX,0.07696556935185286,0.076068088423508,-0.008075199938231192,0.1602113767852472,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,1,v,0.8527497723937072,0.8507664411812954,0.7666231528195562,0.9349097295430346,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,2,pX,0.07447198018657165,0.0735524907456254,-0.010590797616113784,0.1576957791073646,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,2,v,0.8534581852545134,0.8507282111881974,0.7665849228264582,0.9348714995499366,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,3,pX,0.07443687226251038,0.07355523389858946,-0.010588054463149726,0.15769852226032866,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,3,v,0.8535085215058902,0.8510870786096992,0.76694379024796,0.9352303669714385,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,4,pX,0.07330613721341583,0.07240350757603421,-0.011739780785704979,0.1565467959377734,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,4,v,0.8530602042080675,0.8508104560028705,0.7666671676411313,0.9349537443646098,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,5,pX,0.07336711230547967,0.07251540290890209,-0.011627885452837106,0.15665869127064128,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,5,5,v,0.8536252591715728,0.8516397309169416,0.7674964425552023,0.9357830192786808,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,0,pX,0.07885086126277152,0.0774814089561207,-0.006661879405618493,0.1616246973178599,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,0,v,0.8531248402300965,0.850003395054131,0.7658601066923918,0.9341466834158703,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,1,pX,0.07861082552807803,0.07728047812446955,-0.006862810237269645,0.16142376648620874,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,1,v,0.8535120323905421,0.850817390180727,0.7666741018189878,0.9349606785424662,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,2,pX,0.07598114135555623,0.07468191246607991,-0.009461375895659277,0.1588252008278191,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,2,v,0.8545069062361139,0.8508290086599058,0.7666857202981666,0.9349722970216451,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,3,pX,0.07595494260744609,0.0746680947101691,-0.009475193651570096,0.15881138307190829,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,3,v,0.8544471702281591,0.8512377712329955,0.7670944828712563,0.9353810595947347,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,4,pX,0.07467430883439471,0.07339506357516187,-0.010748224786577318,0.15753835193690108,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,4,v,0.8539435388169546,0.8509032323253702,0.766759943963631,0.9350465206871095,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,5,pX,0.07472685864965373,0.0735044729614037,-0.010638815400335497,0.1576477613231429,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,6,5,v,0.8544201834848042,0.8517642855982591,0.7676209972365199,0.9359075739599984,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,0,pX,0.08052203132709025,0.07862954191853103,-0.0055137464432081645,0.16277283028027023,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,0,v,0.854802046465908,0.8500376378563643,0.7658943494946251,0.9341809262181036,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,1,pX,0.08027990483448207,0.07841745525852035,-0.005725833103218836,0.16256074362025955,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,1,v,0.8550658468940884,0.8508651700713927,0.7667218817096535,0.935008458433132,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,2,pX,0.07750026820747417,0.07574108235991743,-0.00840220600182176,0.15988437072165662,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,2,v,0.856296959468402,0.8509235363686217,0.7667802480068825,0.935066824730361,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,3,pX,0.07749344338407103,0.07571173380999298,-0.008431554551746212,0.15985502217173217,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,3,v,0.8561473719739596,0.8513790905355448,0.7672358021738056,0.9355223788972841,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,4,pX,0.07606377683398301,0.07432494321472406,-0.009818345147015128,0.15846823157646325,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,4,v,0.8556308557626451,0.8509902378131106,0.7668469494513713,0.9351335261748498,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,5,pX,0.07610947213831536,0.07443202128417224,-0.009711267077566949,0.15857530964591143,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,7,5,v,0.856027546799627,0.8518810927803762,0.7677378044186369,0.9360243811421154,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,0,pX,0.08209092885855519,0.07967003957405128,-0.004473248787687914,0.16381332793579045,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,0,v,0.8565074356984185,0.8500686704602601,0.7659253820985209,0.9342119588219994,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,1,pX,0.08184628431915612,0.07944784292361833,-0.0046954454381208655,0.16359113128535752,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,1,v,0.8566646399726383,0.8509084706871285,0.7667651823253893,0.9350517590488677,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,2,pX,0.07892017200963691,0.07670095706730488,-0.007442331294434307,0.16084424542904407,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,2,v,0.8580782875835434,0.8510092022823448,0.7668659139206055,0.935152490644084,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,3,pX,0.07893554294740461,0.0766575337061098,-0.007485754655629395,0.160800822067849,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,3,v,0.8578563852031211,0.8515071614191416,0.7673638730574024,0.9356504497808809,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,4,pX,0.0773694554541462,0.07516764838612623,-0.008975639975612959,0.15931093674786542,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,4,v,0.8573449993472104,0.8510690866999339,0.7669257983381946,0.9352123750616731,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,5,pX,0.07740407305952345,0.0752726136953476,-0.00887067466639159,0.15941590205708678,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,8,5,v,0.8576719431240392,0.8519869495087516,0.7678436611470124,0.9361302378704909,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,0,pX,0.08374808607125968,0.0807901540184155,-0.0033531343433236965,0.16493344238015467,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,0,v,0.8588785362491013,0.8501020776166199,0.7659587892548807,0.9342453659783592,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,1,pX,0.08351716033490592,0.0805570737814177,-0.0035862145803214895,0.1647003621431569,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,1,v,0.8589205006060912,0.8509550845789313,0.7668117962171921,0.9350983729406706,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,2,pX,0.08037430221637283,0.07773427945762496,-0.006409008904114236,0.16187756781936413,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,2,v,0.8603798328866707,0.8511014231795683,0.766958134817829,0.9352447115413075,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,3,pX,0.0804511552335025,0.07767570430889596,-0.006467584052843228,0.16181899267063515,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,3,v,0.8600520684705424,0.8516450320292848,0.7675017436675455,0.935788320391024,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,4,pX,0.07871407637492119,0.07607483566311825,-0.008068452698620943,0.16021812402485744,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,4,v,0.8597089366160011,0.8511539689450637,0.7670106805833244,0.9352972573068029,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,5,pX,0.07873767675459974,0.07617752654794764,-0.00796576181379155,0.16032081490968683,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,9,5,v,0.8599479784960076,0.8521009061811741,0.7679576178194348,0.9362441945429133,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,0,pX,0.08568399951032434,0.08211831729027767,-0.0020249710714615177,0.16626160565201686,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,0,v,0.8617343417992457,0.8501416897815355,0.7659984014197962,0.9342849781432747,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,1,pX,0.08546414605684717,0.0818723319612919,-0.002270956400447291,0.16601562032303108,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,1,v,0.8616791778006062,0.8510103564838358,0.7668670681220966,0.9351536448455751,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,2,pX,0.08211595001176399,0.0789595300145847,-0.005183758347154496,0.1631028183763239,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,2,v,0.8630433508785005,0.8512107730850236,0.7670674847232843,0.9353540614467628,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,3,pX,0.08226927948986938,0.07888298880193537,-0.005260299559803824,0.16302627716367457,EMPIRICAL_CALIBRATED_ENVELOPE
B5_EXACT_SELECTED_DIAGNOSTIC,1,exact,exact model-selection paid observations,301,X_BASE,8,10,3,v,0.8626262829700155,0.8518085105752341,0.7676652222134949,0.9359517989369733,EMPIRICAL_CALIBRATED_ENVELOPE
